sent_id	split	source	sentence	tokens_json
s197	train	Kūrmapurāṇa	teṣām dadāmi tat sthānam ānandam paramam padam	[{"form": "teṣām", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "dadāmi", "kind": "verb", "lemma": "dā", "slot": "1:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "sthānam", "kind": "noun", "lemma": "sthāna", "slot": "acc:sg"}, {"form": "ānandam", "kind": "noun", "lemma": "ānanda", "slot": "acc:sg"}, {"form": "paramam", "kind": "adj", "lemma": "parama", "slot": "n:acc:sg"}, {"form": "padam", "kind": "noun", "lemma": "pada", "slot": "acc:sg"}]
s198	train	Kūrmapurāṇa	ādityānām aham viṣṇuḥ vasūnām asmi pāvakaḥ	[{"form": "ādityānām", "kind": "noun", "lemma": "āditya", "slot": "gen:pl"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "viṣṇuḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "nom:sg"}, {"form": "vasūnām", "kind": "noun", "lemma": "vasu", "slot": "gen:pl"}, {"form": "asmi", "kind": "verb", "lemma": "as", "slot": "1:sg"}, {"form": "pāvakaḥ", "kind": "noun", "lemma": "pāvaka", "slot": "nom:sg"}]
s199	train	Kūrmapurāṇa	satyena lokān jayati satyam tat paramam padam	[{"form": "satyena", "kind": "noun", "lemma": "satya", "slot": "ins:sg"}, {"form": "lokān", "kind": "noun", "lemma": "loka", "slot": "acc:pl"}, {"form": "jayati", "kind": "verb", "lemma": "ji", "slot": "3:sg"}, {"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "nom:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "paramam", "kind": "adj", "lemma": "parama", "slot": "n:nom:sg"}, {"form": "padam", "kind": "noun", "lemma": "pada", "slot": "nom:sg"}]
s200	train	Kūrmapurāṇa	lokān āgacchati īśvaraḥ	[{"form": "lokān", "kind": "noun", "lemma": "loka", "slot": "acc:pl"}, {"form": "āgacchati", "kind": "verb", "lemma": "āgam", "slot": "3:sg"}, {"form": "īśvaraḥ", "kind": "noun", "lemma": "īśvara", "slot": "nom:sg"}]
s201	train	Kūrmapurāṇa	tatra nārāyaṇaḥ devaḥ nareṇa āste sanātanaḥ	[{"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "nārāyaṇaḥ", "kind": "noun", "lemma": "nārāyaṇa", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "nareṇa", "kind": "noun", "lemma": "nara", "slot": "ins:sg"}, {"form": "āste", "kind": "verb", "lemma": "ās", "slot": "3:sg"}, {"form": "sanātanaḥ", "kind": "adj", "lemma": "sanātana", "slot": "m:nom:sg"}]
s202	train	Lalitavistara	ekaikaḥ eva manyate aham rājā aham rājā iti	[{"form": "ekaikaḥ", "kind": "adj", "lemma": "ekaika", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "manyate", "kind": "verb", "lemma": "man", "slot": "3:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "rājā", "kind": "noun", "lemma": "rājan", "slot": "nom:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "rājā", "kind": "noun", "lemma": "rājan", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s203	train	Liṅgapurāṇa	viprāṇām karma doṣeṇa prajānām jāyate bhayam	[{"form": "viprāṇām", "kind": "noun", "lemma": "vipra", "slot": "gen:pl"}, {"form": "karma", "kind": "noun", "lemma": "karman", "slot": "nom:sg"}, {"form": "doṣeṇa", "kind": "noun", "lemma": "doṣa", "slot": "ins:sg"}, {"form": "prajānām", "kind": "noun", "lemma": "prajā", "slot": "gen:pl"}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}, {"form": "bhayam", "kind": "noun", "lemma": "bhaya", "slot": "nom:sg"}]
s204	train	Liṅgapurāṇa	tadā tu alpena kālena siddhim gacchanti mānavāḥ	[{"form": "tadā", "kind": "ind", "lemma": "tadā", "slot": ""}, {"form": "tu", "kind": "ind", "lemma": "tu", "slot": ""}, {"form": "alpena", "kind": "adj", "lemma": "alpa", "slot": "m:ins:sg"}, {"form": "kālena", "kind": "noun", "lemma": "kāla", "slot": "ins:sg"}, {"form": "siddhim", "kind": "noun", "lemma": "siddhi", "slot": "acc:sg"}, {"form": "gacchanti", "kind": "verb", "lemma": "gam", "slot": "3:pl"}, {"form": "mānavāḥ", "kind": "noun", "lemma": "mānava", "slot": "nom:pl"}]
s205	train	Liṅgapurāṇa	prāṇāya ca eva rudrāya juhoti amṛtam uttamam	[{"form": "prāṇāya", "kind": "noun", "lemma": "prāṇa", "slot": "dat:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "rudrāya", "kind": "noun", "lemma": "rudra", "slot": "dat:sg"}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}, {"form": "amṛtam", "kind": "noun", "lemma": "amṛta", "slot": "acc:sg"}, {"form": "uttamam", "kind": "adj", "lemma": "uttama", "slot": "n:acc:sg"}]
s206	eval	Liṅgapurāṇa	mānavāḥ munayaḥ ca eva sarve liṅgam yajanti ca	[{"form": "mānavāḥ", "kind": "noun", "lemma": "mānava", "slot": "nom:pl"}, {"form": "munayaḥ", "kind": "noun", "lemma": "muni", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "sarve", "kind": "adj", "lemma": "sarva", "slot": "m:nom:pl"}, {"form": "liṅgam", "kind": "noun", "lemma": "liṅga", "slot": "acc:sg"}, {"form": "yajanti", "kind": "verb", "lemma": "yaj", "slot": "3:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s207	train	Mahābhārata	payaḥ na pibasi	[{"form": "payaḥ", "kind": "noun", "lemma": "payas", "slot": "acc:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "pibasi", "kind": "verb", "lemma": "pā", "slot": "2:sg"}]
s208	train	Mahābhārata	payaḥ na pibati	[{"form": "payaḥ", "kind": "noun", "lemma": "payas", "slot": "acc:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "pibati", "kind": "verb", "lemma": "pā", "slot": "3:sg"}]
s209	train	Mahābhārata	carāmaḥ vipulam dharmam teṣām ca aṃśaḥ asti dharmāt	[{"form": "carāmaḥ", "kind": "verb", "lemma": "car", "slot": "1:pl"}, {"form": "vipulam", "kind": "adj", "lemma": "vipula", "slot": "m:acc:sg"}, {"form": "dharmam", "kind": "noun", "lemma": "dharma", "slot": "acc:sg"}, {"form": "teṣām", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "aṃśaḥ", "kind": "noun", "lemma": "aṃśa", "slot": "nom:sg"}, {"form": "asti", "kind": "verb", "lemma": "as", "slot": "3:sg"}, {"form": "dharmāt", "kind": "noun", "lemma": "dharma", "slot": "abl:sg"}]
s210	train	Mahābhārata	brāhmaṇāḥ eva kurvanti nityam eva yuge yuge	[{"form": "brāhmaṇāḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "nom:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "kurvanti", "kind": "verb", "lemma": "kṛ", "slot": "3:pl"}, {"form": "nityam", "kind": "ind", "lemma": "nityam", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "yuge", "kind": "noun", "lemma": "yuga", "slot": "loc:sg"}, {"form": "yuge", "kind": "noun", "lemma": "yuga", "slot": "loc:sg"}]
s211	train	Mahābhārata	tam manye aham pitaram mātaram ca	[{"form": "tam", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "manye", "kind": "verb", "lemma": "man", "slot": "1:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "pitaram", "kind": "noun", "lemma": "pitṛ", "slot": "acc:sg"}, {"form": "mātaram", "kind": "noun", "lemma": "mātṛ", "slot": "acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s212	eval	Mahābhārata	naśyanti ca kriyāḥ sarvāḥ	[{"form": "naśyanti", "kind": "verb", "lemma": "naś", "slot": "3:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "kriyāḥ", "kind": "noun", "lemma": "kriyā", "slot": "nom:pl"}, {"form": "sarvāḥ", "kind": "adj", "lemma": "sarva", "slot": "f:nom:pl"}]
s213	train	Mahābhārata	ekayā prajayā pitroḥ mātaram te dadāmi aham	[{"form": "ekayā", "kind": "adj", "lemma": "eka", "slot": "f:ins:sg"}, {"form": "prajayā", "kind": "noun", "lemma": "prajā", "slot": "ins:sg"}, {"form": "pitroḥ", "kind": "noun", "lemma": "pitṛ", "slot": "gen:du"}, {"form": "mātaram", "kind": "noun", "lemma": "mātṛ", "slot": "acc:sg"}, {"form": "te", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "dadāmi", "kind": "verb", "lemma": "dā", "slot": "1:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}]
s214	train	Mahābhārata	jānīmaḥ na ca tat vayam	[{"form": "jānīmaḥ", "kind": "verb", "lemma": "jñā", "slot": "1:pl"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vayam", "kind": "pron", "lemma": "mad", "slot": ""}]
s215	train	Mahābhārata	ekaikaḥ ca eva puruṣaḥ tat prayacchati bhojanam	[{"form": "ekaikaḥ", "kind": "adj", "lemma": "ekaika", "slot": "m:nom:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "puruṣaḥ", "kind": "noun", "lemma": "puruṣa", "slot": "nom:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "prayacchati", "kind": "verb", "lemma": "prayam", "slot": "3:sg"}, {"form": "bhojanam", "kind": "noun", "lemma": "bhojana", "slot": "acc:sg"}]
s216	train	Mahābhārata	vīryam tu mama rocate	[{"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "nom:sg"}, {"form": "tu", "kind": "ind", "lemma": "tu", "slot": ""}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "rocate", "kind": "verb", "lemma": "ruc", "slot": "3:sg"}]
s217	train	Mahābhārata	santi mama maṇayaḥ ca eva dhanāni vividhāni ca	[{"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "maṇayaḥ", "kind": "noun", "lemma": "maṇi", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "dhanāni", "kind": "noun", "lemma": "dhana", "slot": "nom:pl"}, {"form": "vividhāni", "kind": "adj", "lemma": "vividha", "slot": "n:nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s218	eval	Mahābhārata	brāhmaṇāḥ guravaḥ ca eva jānanti api ca devatāḥ	[{"form": "brāhmaṇāḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "nom:pl"}, {"form": "guravaḥ", "kind": "noun", "lemma": "guru", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "jānanti", "kind": "verb", "lemma": "jñā", "slot": "3:pl"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}]
s219	eval	Mahābhārata	śrīmatām ca api jānāsi rājñām dharmam sanātanam	[{"form": "śrīmatām", "kind": "adj", "lemma": "śrīmat", "slot": "m:gen:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "jānāsi", "kind": "verb", "lemma": "jñā", "slot": "2:sg"}, {"form": "rājñām", "kind": "noun", "lemma": "rājan", "slot": "gen:pl"}, {"form": "dharmam", "kind": "noun", "lemma": "dharma", "slot": "acc:sg"}, {"form": "sanātanam", "kind": "adj", "lemma": "sanātana", "slot": "m:acc:sg"}]
s220	train	Mahābhārata	tataḥ yajñāḥ pravartante dharmāḥ ca vividhāḥ kriyāḥ	[{"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "yajñāḥ", "kind": "noun", "lemma": "yajña", "slot": "nom:pl"}, {"form": "pravartante", "kind": "verb", "lemma": "pravṛt", "slot": "3:pl"}, {"form": "dharmāḥ", "kind": "noun", "lemma": "dharma", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "vividhāḥ", "kind": "adj", "lemma": "vividha", "slot": "f:nom:pl"}, {"form": "kriyāḥ", "kind": "noun", "lemma": "kriyā", "slot": "nom:pl"}]
s221	eval	Mahābhārata	tathā eva bhagavān somaḥ nakṣatraiḥ saha gacchati	[{"form": "tathā", "kind": "ind", "lemma": "tathā", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "bhagavān", "kind": "noun", "lemma": "bhagavat", "slot": "nom:sg"}, {"form": "somaḥ", "kind": "noun", "lemma": "soma", "slot": "nom:sg"}, {"form": "nakṣatraiḥ", "kind": "noun", "lemma": "nakṣatra", "slot": "ins:pl"}, {"form": "saha", "kind": "ind", "lemma": "saha", "slot": ""}, {"form": "gacchati", "kind": "verb", "lemma": "gam", "slot": "3:sg"}]
s222	train	Mahābhārata	pādau śūdrāḥ bhajante mama vikrameṇa krameṇa ca	[{"form": "pādau", "kind": "noun", "lemma": "pāda", "slot": "acc:du"}, {"form": "śūdrāḥ", "kind": "noun", "lemma": "śūdra", "slot": "nom:pl"}, {"form": "bhajante", "kind": "verb", "lemma": "bhaj", "slot": "3:pl"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "vikrameṇa", "kind": "noun", "lemma": "vikrama", "slot": "ins:sg"}, {"form": "krameṇa", "kind": "noun", "lemma": "krama", "slot": "ins:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
s223	train	Mahābhārata	kanyā asmi iti	[{"form": "kanyā", "kind": "noun", "lemma": "kanyā", "slot": "nom:sg"}, {"form": "asmi", "kind": "verb", "lemma": "as", "slot": "1:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s224	eval	Mahābhārata	sukhāni dharmam artham ca svargam ca labhate naraḥ	[{"form": "sukhāni", "kind": "noun", "lemma": "sukha", "slot": "acc:pl"}, {"form": "dharmam", "kind": "noun", "lemma": "dharma", "slot": "acc:sg"}, {"form": "artham", "kind": "noun", "lemma": "artha", "slot": "acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "svargam", "kind": "noun", "lemma": "svarga", "slot": "acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "labhate", "kind": "verb", "lemma": "labh", "slot": "3:sg"}, {"form": "naraḥ", "kind": "noun", "lemma": "nara", "slot": "nom:sg"}]
s225	eval	Mahābhārata	rocate mama vacaḥ kṛtsnam brāhmaṇānām na saṃśayaḥ	[{"form": "rocate", "kind": "verb", "lemma": "ruc", "slot": "3:sg"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "vacaḥ", "kind": "noun", "lemma": "vacas", "slot": "nom:sg"}, {"form": "kṛtsnam", "kind": "adj", "lemma": "kṛtsna", "slot": "n:nom:sg"}, {"form": "brāhmaṇānām", "kind": "noun", "lemma": "brāhmaṇa", "slot": "gen:pl"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s226	train	Mahābhārata	tatra gacchanti rājānaḥ brāhmaṇāḥ ca tataḥ tataḥ	[{"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "gacchanti", "kind": "verb", "lemma": "gam", "slot": "3:pl"}, {"form": "rājānaḥ", "kind": "noun", "lemma": "rājan", "slot": "nom:pl"}, {"form": "brāhmaṇāḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}]
s227	train	Mahābhārata	rakṣanti te ca mām nityam	[{"form": "rakṣanti", "kind": "verb", "lemma": "rakṣ", "slot": "3:pl"}, {"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "mām", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "nityam", "kind": "ind", "lemma": "nityam", "slot": ""}]
s228	train	Mahābhārata	balāni teṣām vīrāṇām āgacchanti tataḥ tataḥ	[{"form": "balāni", "kind": "noun", "lemma": "bala", "slot": "nom:pl"}, {"form": "teṣām", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vīrāṇām", "kind": "noun", "lemma": "vīra", "slot": "gen:pl"}, {"form": "āgacchanti", "kind": "verb", "lemma": "āgam", "slot": "3:pl"}, {"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}]
s229	train	Mahābhārata	aham indraḥ asmi devānām lokānām ca tathā īśvaraḥ	[{"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "indraḥ", "kind": "noun", "lemma": "indra", "slot": "nom:sg"}, {"form": "asmi", "kind": "verb", "lemma": "as", "slot": "1:sg"}, {"form": "devānām", "kind": "noun", "lemma": "deva", "slot": "gen:pl"}, {"form": "lokānām", "kind": "noun", "lemma": "loka", "slot": "gen:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "tathā", "kind": "ind", "lemma": "tathā", "slot": ""}, {"form": "īśvaraḥ", "kind": "noun", "lemma": "īśvara", "slot": "nom:sg"}]
s230	eval	Mahābhārata	kṛṣṇāya mahate nityam dharmaḥ dhārayati prajāḥ	[{"form": "kṛṣṇāya", "kind": "noun", "lemma": "kṛṣṇa", "slot": "dat:sg"}, {"form": "mahate", "kind": "adj", "lemma": "mahat", "slot": "m:dat:sg"}, {"form": "nityam", "kind": "ind", "lemma": "nityam", "slot": ""}, {"form": "dharmaḥ", "kind": "noun", "lemma": "dharma", "slot": "nom:sg"}, {"form": "dhārayati", "kind": "verb", "lemma": "dhāray", "slot": "3:sg"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "acc:pl"}]
s231	eval	Mahābhārata	jānanti kuravaḥ sarve rājānaḥ ca eva pārthivāḥ	[{"form": "jānanti", "kind": "verb", "lemma": "jñā", "slot": "3:pl"}, {"form": "kuravaḥ", "kind": "noun", "lemma": "kuru", "slot": "nom:pl"}, {"form": "sarve", "kind": "adj", "lemma": "sarva", "slot": "m:nom:pl"}, {"form": "rājānaḥ", "kind": "noun", "lemma": "rājan", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "pārthivāḥ", "kind": "noun", "lemma": "pārthiva", "slot": "nom:pl"}]
s232	train	Mahābhārata	namaḥ dharmāya mahate dharmaḥ dhārayati prajāḥ	[{"form": "namaḥ", "kind": "noun", "lemma": "namas", "slot": "nom:sg"}, {"form": "dharmāya", "kind": "noun", "lemma": "dharma", "slot": "dat:sg"}, {"form": "mahate", "kind": "adj", "lemma": "mahat", "slot": "m:dat:sg"}, {"form": "dharmaḥ", "kind": "noun", "lemma": "dharma", "slot": "nom:sg"}, {"form": "dhārayati", "kind": "verb", "lemma": "dhāray", "slot": "3:sg"}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "acc:pl"}]
s233	train	Mahābhārata	jīvitam bahu manye aham jīvitam hi adya durlabham	[{"form": "jīvitam", "kind": "noun", "lemma": "jīvita", "slot": "acc:sg"}, {"form": "bahu", "kind": "adj", "lemma": "bahu", "slot": "n:acc:sg"}, {"form": "manye", "kind": "verb", "lemma": "man", "slot": "1:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "jīvitam", "kind": "noun", "lemma": "jīvita", "slot": "nom:sg"}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "adya", "kind": "ind", "lemma": "adya", "slot": ""}, {"form": "durlabham", "kind": "adj", "lemma": "durlabha", "slot": "n:nom:sg"}]
s234	train	Mahābhārata	sarvasmin mānuṣe loke vetti ekaḥ hi dhanaṃjayaḥ	[{"form": "sarvasmin", "kind": "adj", "lemma": "sarva", "slot": "m:loc:sg"}, {"form": "mānuṣe", "kind": "adj", "lemma": "mānuṣa", "slot": "m:loc:sg"}, {"form": "loke", "kind": "noun", "lemma": "loka", "slot": "loc:sg"}, {"form": "vetti", "kind": "verb", "lemma": "vid", "slot": "3:sg"}, {"form": "ekaḥ", "kind": "adj", "lemma": "eka", "slot": "m:nom:sg"}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "dhanaṃjayaḥ", "kind": "noun", "lemma": "dhanaṃjaya", "slot": "nom:sg"}]
s235	train	Mahābhārata	arjunam ca api kaunteyam sadā rakṣati keśavaḥ	[{"form": "arjunam", "kind": "noun", "lemma": "arjuna", "slot": "acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "kaunteyam", "kind": "noun", "lemma": "kaunteya", "slot": "acc:sg"}, {"form": "sadā", "kind": "ind", "lemma": "sadā", "slot": ""}, {"form": "rakṣati", "kind": "verb", "lemma": "rakṣ", "slot": "3:sg"}, {"form": "keśavaḥ", "kind": "noun", "lemma": "keśava", "slot": "nom:sg"}]
s236	train	Mahābhārata	dhṛtarāṣṭrasya manye aham na api kṛṣṇasya pāṇḍavaḥ	[{"form": "dhṛtarāṣṭrasya", "kind": "noun", "lemma": "dhṛtarāṣṭra", "slot": "gen:sg"}, {"form": "manye", "kind": "verb", "lemma": "man", "slot": "1:sg"}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "kṛṣṇasya", "kind": "noun", "lemma": "kṛṣṇa", "slot": "gen:sg"}, {"form": "pāṇḍavaḥ", "kind": "noun", "lemma": "pāṇḍava", "slot": "nom:sg"}]
s237	train	Mahābhārata	puruṣe puruṣe buddhiḥ sā sā bhavati śobhanā	[{"form": "puruṣe", "kind": "noun", "lemma": "puruṣa", "slot": "loc:sg"}, {"form": "puruṣe", "kind": "noun", "lemma": "puruṣa", "slot": "loc:sg"}, {"form": "buddhiḥ", "kind": "noun", "lemma": "buddhi", "slot": "nom:sg"}, {"form": "sā", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "sā", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}, {"form": "śobhanā", "kind": "adj", "lemma": "śobhana", "slot": "f:nom:sg"}]
s238	train	Mahābhārata	saḥ aham adya mahādevam prapadye śaraṇam prabhum	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "adya", "kind": "ind", "lemma": "adya", "slot": ""}, {"form": "mahādevam", "kind": "noun", "lemma": "mahādeva", "slot": "acc:sg"}, {"form": "prapadye", "kind": "verb", "lemma": "prapad", "slot": "1:sg"}, {"form": "śaraṇam", "kind": "noun", "lemma": "śaraṇa", "slot": "acc:sg"}, {"form": "prabhum", "kind": "noun", "lemma": "prabhu", "slot": "acc:sg"}]
s239	eval	Mahābhārata	sarveṣām eva varṇānām na adharme ramate manaḥ	[{"form": "sarveṣām", "kind": "adj", "lemma": "sarva", "slot": "m:gen:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "varṇānām", "kind": "noun", "lemma": "varṇa", "slot": "gen:pl"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "adharme", "kind": "noun", "lemma": "adharma", "slot": "loc:sg"}, {"form": "ramate", "kind": "verb", "lemma": "ram", "slot": "3:sg"}, {"form": "manaḥ", "kind": "noun", "lemma": "manas", "slot": "nom:sg"}]
s240	train	Mahābhārata	alpena api hi sainyena mahīm jayati pārthivaḥ	[{"form": "alpena", "kind": "adj", "lemma": "alpa", "slot": "n:ins:sg"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "sainyena", "kind": "noun", "lemma": "sainya", "slot": "ins:sg"}, {"form": "mahīm", "kind": "noun", "lemma": "mahī", "slot": "acc:sg"}, {"form": "jayati", "kind": "verb", "lemma": "ji", "slot": "3:sg"}, {"form": "pārthivaḥ", "kind": "noun", "lemma": "pārthiva", "slot": "nom:sg"}]
s241	train	Mahābhārata	ādityāt jāyate vṛṣṭiḥ vṛṣṭyāḥ annam tataḥ prajāḥ	[{"form": "ādityāt", "kind": "noun", "lemma": "āditya", "slot": "abl:sg"}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}, {"form": "vṛṣṭiḥ", "kind": "noun", "lemma": "vṛṣṭi", "slot": "nom:sg"}, {"form": "vṛṣṭyāḥ", "kind": "noun", "lemma": "vṛṣṭi", "slot": "abl:sg"}, {"form": "annam", "kind": "noun", "lemma": "anna", "slot": "nom:sg"}, {"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "prajāḥ", "kind": "noun", "lemma": "prajā", "slot": "nom:pl"}]
s242	eval	Mahābhārata	tatra devāḥ prayacchanti rājyāni ca dhanāni ca	[{"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "devāḥ", "kind": "noun", "lemma": "deva", "slot": "nom:pl"}, {"form": "prayacchanti", "kind": "verb", "lemma": "prayam", "slot": "3:pl"}, {"form": "rājyāni", "kind": "noun", "lemma": "rājya", "slot": "acc:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "dhanāni", "kind": "noun", "lemma": "dhana", "slot": "acc:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}]
